task,graph,graph_adj,graph_nl,nodes,num_nodes,num_edges,directed,question,answer,steps,n1,n2,id
bipartite,"[(<0>, <4>), (<0>, <5>), (<0>, <6>), (<1>, <4>), (<1>, <5>), (<1>, <6>), (<2>, <8>), (<2>, <9>), (<2>, <10>), (<2>, <11>), (<3>, <4>), (<3>, <7>), (<3>, <9>), (<3>, <10>), (<3>, <11>)]","{<0>: [<4>, <5>, <6>],
<1>: [<4>, <5>, <6>],
<2>: [<8>, <9>, <10>, <11>],
<3>: [<4>, <7>, <9>, <10>, <11>],
<4>: [<0>, <1>, <3>],
<5>: [<0>, <1>],
<6>: [<0>, <1>],
<7>: [<3>],
<8>: [<2>],
<9>: [<2>, <3>],
<10>: [<2>, <3>],
<11>: [<2>, <3>]}","Node <0> is connected to nodes <4>, <5>, <6>.
Node <1> is connected to nodes <4>, <5>, <6>.
Node <2> is connected to nodes <8>, <9>, <10>, <11>.
Node <3> is connected to nodes <4>, <7>, <9>, <10>, <11>.
Node <4> is connected to nodes <0>, <1>, <3>.
Node <5> is connected to nodes <0>, <1>.
Node <6> is connected to nodes <0>, <1>.
Node <7> is connected to node <3>.
Node <8> is connected to node <2>.
Node <9> is connected to nodes <2>, <3>.
Node <10> is connected to nodes <2>, <3>.
Node <11> is connected to nodes <2>, <3>.","[<0>, <1>, <2>, <3>, <4>, <5>, <6>, <7>, <8>, <9>, <10>, <11>]",12,15,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: <0> <1> <2> <3>.
Nodes set 2 contains: <4> <5> <6> <7> <8> <9> <10> <11>.","[(<0>, <6>), (<1>, <5>), (<2>, <8>), (<3>, <4>)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node <0>. Updated matching: {<4>: <0>}.
Search from node <1>. Updated matching: {<4>: <1>, <5>: <0>}.
Search from node <2>. Updated matching: {<4>: <1>, <5>: <0>, <8>: <2>}.
Search from node <3>. Updated matching: {<4>: <3>, <5>: <1>, <8>: <2>, <6>: <0>}.
So the maximum matching is ",4,8,146
bipartite,"[(<0>, <2>), (<0>, <4>), (<0>, <5>), (<0>, <6>), (<0>, <7>), (<1>, <3>), (<1>, <4>), (<1>, <5>), (<1>, <6>), (<1>, <7>)]","{<0>: [<2>, <4>, <5>, <6>, <7>],
<1>: [<3>, <4>, <5>, <6>, <7>],
<2>: [<0>],
<3>: [<1>],
<4>: [<0>, <1>],
<5>: [<0>, <1>],
<6>: [<0>, <1>],
<7>: [<0>, <1>]}","Node <0> is connected to nodes <2>, <4>, <5>, <6>, <7>.
Node <1> is connected to nodes <3>, <4>, <5>, <6>, <7>.
Node <2> is connected to node <0>.
Node <3> is connected to node <1>.
Node <4> is connected to nodes <0>, <1>.
Node <5> is connected to nodes <0>, <1>.
Node <6> is connected to nodes <0>, <1>.
Node <7> is connected to nodes <0>, <1>.","[<0>, <1>, <2>, <3>, <4>, <5>, <6>, <7>]",8,10,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: <0> <1>.
Nodes set 2 contains: <2> <3> <4> <5> <6> <7>.","[(<0>, <2>), (<1>, <3>)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node <0>. Updated matching: {<2>: <0>}.
Search from node <1>. Updated matching: {<2>: <0>, <3>: <1>}.
So the maximum matching is ",2,6,147
bipartite,"[(<0>, <5>), (<0>, <7>), (<0>, <8>), (<0>, <10>), (<1>, <5>), (<2>, <6>), (<2>, <9>), (<2>, <12>), (<3>, <9>), (<3>, <10>), (<3>, <12>), (<4>, <7>), (<4>, <11>), (<4>, <12>)]","{<0>: [<5>, <7>, <8>, <10>],
<1>: [<5>],
<2>: [<6>, <9>, <12>],
<3>: [<9>, <10>, <12>],
<4>: [<7>, <11>, <12>],
<5>: [<0>, <1>],
<6>: [<2>],
<7>: [<0>, <4>],
<8>: [<0>],
<9>: [<2>, <3>],
<10>: [<0>, <3>],
<11>: [<4>],
<12>: [<2>, <3>, <4>]}","Node <0> is connected to nodes <5>, <7>, <8>, <10>.
Node <1> is connected to node <5>.
Node <2> is connected to nodes <6>, <9>, <12>.
Node <3> is connected to nodes <9>, <10>, <12>.
Node <4> is connected to nodes <7>, <11>, <12>.
Node <5> is connected to nodes <0>, <1>.
Node <6> is connected to node <2>.
Node <7> is connected to nodes <0>, <4>.
Node <8> is connected to node <0>.
Node <9> is connected to nodes <2>, <3>.
Node <10> is connected to nodes <0>, <3>.
Node <11> is connected to node <4>.
Node <12> is connected to nodes <2>, <3>, <4>.","[<0>, <1>, <2>, <3>, <4>, <5>, <6>, <7>, <8>, <9>, <10>, <11>, <12>]",13,14,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: <0> <1> <2> <3> <4>.
Nodes set 2 contains: <5> <6> <7> <8> <9> <10> <11> <12>.","[(<0>, <8>), (<1>, <5>), (<2>, <6>), (<3>, <9>), (<4>, <7>)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node <0>. Updated matching: {<5>: <0>}.
Search from node <1>. Updated matching: {<5>: <1>, <7>: <0>}.
Search from node <2>. Updated matching: {<5>: <1>, <7>: <0>, <6>: <2>}.
Search from node <3>. Updated matching: {<5>: <1>, <7>: <0>, <6>: <2>, <9>: <3>}.
Search from node <4>. Updated matching: {<5>: <1>, <7>: <4>, <6>: <2>, <9>: <3>, <8>: <0>}.
So the maximum matching is ",5,8,148
bipartite,"[(<0>, <3>), (<0>, <4>), (<0>, <5>), (<0>, <7>), (<1>, <5>), (<1>, <6>), (<2>, <6>)]","{<0>: [<3>, <4>, <5>, <7>],
<1>: [<5>, <6>],
<2>: [<6>],
<3>: [<0>],
<4>: [<0>],
<5>: [<0>, <1>],
<6>: [<1>, <2>],
<7>: [<0>]}","Node <0> is connected to nodes <3>, <4>, <5>, <7>.
Node <1> is connected to nodes <5>, <6>.
Node <2> is connected to node <6>.
Node <3> is connected to node <0>.
Node <4> is connected to node <0>.
Node <5> is connected to nodes <0>, <1>.
Node <6> is connected to nodes <1>, <2>.
Node <7> is connected to node <0>.","[<0>, <1>, <2>, <3>, <4>, <5>, <6>, <7>]",8,7,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: <0> <1> <2>.
Nodes set 2 contains: <3> <4> <5> <6> <7>.","[(<0>, <3>), (<1>, <5>), (<2>, <6>)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node <0>. Updated matching: {<3>: <0>}.
Search from node <1>. Updated matching: {<3>: <0>, <5>: <1>}.
Search from node <2>. Updated matching: {<3>: <0>, <5>: <1>, <6>: <2>}.
So the maximum matching is ",3,5,149
bipartite,"[(<0>, <3>), (<0>, <5>), (<0>, <7>), (<1>, <8>), (<2>, <4>), (<2>, <6>), (<2>, <7>), (<2>, <8>)]","{<0>: [<3>, <5>, <7>],
<1>: [<8>],
<2>: [<4>, <6>, <7>, <8>],
<3>: [<0>],
<4>: [<2>],
<5>: [<0>],
<6>: [<2>],
<7>: [<0>, <2>],
<8>: [<1>, <2>]}","Node <0> is connected to nodes <3>, <5>, <7>.
Node <1> is connected to node <8>.
Node <2> is connected to nodes <4>, <6>, <7>, <8>.
Node <3> is connected to node <0>.
Node <4> is connected to node <2>.
Node <5> is connected to node <0>.
Node <6> is connected to node <2>.
Node <7> is connected to nodes <0>, <2>.
Node <8> is connected to nodes <1>, <2>.","[<0>, <1>, <2>, <3>, <4>, <5>, <6>, <7>, <8>]",9,8,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: <0> <1> <2>.
Nodes set 2 contains: <3> <4> <5> <6> <7> <8>.","[(<0>, <3>), (<1>, <8>), (<2>, <4>)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node <0>. Updated matching: {<3>: <0>}.
Search from node <1>. Updated matching: {<3>: <0>, <8>: <1>}.
Search from node <2>. Updated matching: {<3>: <0>, <8>: <1>, <4>: <2>}.
So the maximum matching is ",3,6,150
bipartite,"[(<0>, <5>), (<0>, <6>), (<0>, <8>), (<1>, <5>), (<1>, <7>), (<2>, <4>), (<3>, <4>), (<3>, <6>), (<3>, <7>), (<3>, <9>)]","{<0>: [<5>, <6>, <8>],
<1>: [<5>, <7>],
<2>: [<4>],
<3>: [<4>, <6>, <7>, <9>],
<4>: [<2>, <3>],
<5>: [<0>, <1>],
<6>: [<0>, <3>],
<7>: [<1>, <3>],
<8>: [<0>],
<9>: [<3>]}","Node <0> is connected to nodes <5>, <6>, <8>.
Node <1> is connected to nodes <5>, <7>.
Node <2> is connected to node <4>.
Node <3> is connected to nodes <4>, <6>, <7>, <9>.
Node <4> is connected to nodes <2>, <3>.
Node <5> is connected to nodes <0>, <1>.
Node <6> is connected to nodes <0>, <3>.
Node <7> is connected to nodes <1>, <3>.
Node <8> is connected to node <0>.
Node <9> is connected to node <3>.","[<0>, <1>, <2>, <3>, <4>, <5>, <6>, <7>, <8>, <9>]",10,10,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: <0> <1> <2> <3>.
Nodes set 2 contains: <4> <5> <6> <7> <8> <9>.","[(<0>, <5>), (<1>, <7>), (<2>, <4>), (<3>, <6>)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node <0>. Updated matching: {<5>: <0>}.
Search from node <1>. Updated matching: {<5>: <1>, <6>: <0>}.
Search from node <2>. Updated matching: {<5>: <1>, <6>: <0>, <4>: <2>}.
Search from node <3>. Updated matching: {<5>: <0>, <6>: <3>, <4>: <2>, <7>: <1>}.
So the maximum matching is ",4,6,151
bipartite,"[(<0>, <2>), (<0>, <4>), (<0>, <5>), (<0>, <6>), (<0>, <7>), (<1>, <3>), (<1>, <5>), (<1>, <6>)]","{<0>: [<2>, <4>, <5>, <6>, <7>],
<1>: [<3>, <5>, <6>],
<2>: [<0>],
<3>: [<1>],
<4>: [<0>],
<5>: [<0>, <1>],
<6>: [<0>, <1>],
<7>: [<0>]}","Node <0> is connected to nodes <2>, <4>, <5>, <6>, <7>.
Node <1> is connected to nodes <3>, <5>, <6>.
Node <2> is connected to node <0>.
Node <3> is connected to node <1>.
Node <4> is connected to node <0>.
Node <5> is connected to nodes <0>, <1>.
Node <6> is connected to nodes <0>, <1>.
Node <7> is connected to node <0>.","[<0>, <1>, <2>, <3>, <4>, <5>, <6>, <7>]",8,8,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: <0> <1>.
Nodes set 2 contains: <2> <3> <4> <5> <6> <7>.","[(<0>, <2>), (<1>, <3>)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node <0>. Updated matching: {<2>: <0>}.
Search from node <1>. Updated matching: {<2>: <0>, <3>: <1>}.
So the maximum matching is ",2,6,152
bipartite,"[(<0>, <6>), (<0>, <7>), (<0>, <9>), (<0>, <10>), (<0>, <11>), (<0>, <12>), (<0>, <14>), (<1>, <6>), (<1>, <9>), (<1>, <12>), (<2>, <8>), (<2>, <13>), (<3>, <8>), (<3>, <9>), (<3>, <10>), (<3>, <13>), (<3>, <14>), (<4>, <8>), (<4>, <11>), (<4>, <12>), (<5>, <8>), (<5>, <11>), (<5>, <12>), (<5>, <13>)]","{<0>: [<6>, <7>, <9>, <10>, <11>, <12>, <14>],
<1>: [<6>, <9>, <12>],
<2>: [<8>, <13>],
<3>: [<8>, <9>, <10>, <13>, <14>],
<4>: [<8>, <11>, <12>],
<5>: [<8>, <11>, <12>, <13>],
<6>: [<0>, <1>],
<7>: [<0>],
<8>: [<2>, <3>, <4>, <5>],
<9>: [<0>, <1>, <3>],
<10>: [<0>, <3>],
<11>: [<0>, <4>, <5>],
<12>: [<0>, <1>, <4>, <5>],
<13>: [<2>, <3>, <5>],
<14>: [<0>, <3>]}","Node <0> is connected to nodes <6>, <7>, <9>, <10>, <11>, <12>, <14>.
Node <1> is connected to nodes <6>, <9>, <12>.
Node <2> is connected to nodes <8>, <13>.
Node <3> is connected to nodes <8>, <9>, <10>, <13>, <14>.
Node <4> is connected to nodes <8>, <11>, <12>.
Node <5> is connected to nodes <8>, <11>, <12>, <13>.
Node <6> is connected to nodes <0>, <1>.
Node <7> is connected to node <0>.
Node <8> is connected to nodes <2>, <3>, <4>, <5>.
Node <9> is connected to nodes <0>, <1>, <3>.
Node <10> is connected to nodes <0>, <3>.
Node <11> is connected to nodes <0>, <4>, <5>.
Node <12> is connected to nodes <0>, <1>, <4>, <5>.
Node <13> is connected to nodes <2>, <3>, <5>.
Node <14> is connected to nodes <0>, <3>.","[<0>, <1>, <2>, <3>, <4>, <5>, <6>, <7>, <8>, <9>, <10>, <11>, <12>, <13>, <14>]",15,24,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: <0> <1> <2> <3> <4> <5>.
Nodes set 2 contains: <6> <7> <8> <9> <10> <11> <12> <13> <14>.","[(<0>, <7>), (<1>, <6>), (<2>, <13>), (<3>, <9>), (<4>, <11>), (<5>, <8>)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node <0>. Updated matching: {<6>: <0>}.
Search from node <1>. Updated matching: {<6>: <1>, <7>: <0>}.
Search from node <2>. Updated matching: {<6>: <1>, <7>: <0>, <8>: <2>}.
Search from node <3>. Updated matching: {<6>: <1>, <7>: <0>, <8>: <3>, <13>: <2>}.
Search from node <4>. Updated matching: {<6>: <1>, <7>: <0>, <8>: <4>, <13>: <2>, <9>: <3>}.
Search from node <5>. Updated matching: {<6>: <1>, <7>: <0>, <8>: <5>, <13>: <2>, <9>: <3>, <11>: <4>}.
So the maximum matching is ",6,9,153
bipartite,"[(<0>, <6>), (<0>, <7>), (<0>, <11>), (<1>, <5>), (<1>, <7>), (<1>, <8>), (<1>, <11>), (<2>, <9>), (<2>, <10>), (<2>, <11>), (<2>, <12>), (<3>, <6>), (<3>, <7>), (<3>, <9>), (<3>, <10>), (<3>, <11>), (<4>, <8>), (<4>, <10>), (<4>, <11>)]","{<0>: [<6>, <7>, <11>],
<1>: [<5>, <7>, <8>, <11>],
<2>: [<9>, <10>, <11>, <12>],
<3>: [<6>, <7>, <9>, <10>, <11>],
<4>: [<8>, <10>, <11>],
<5>: [<1>],
<6>: [<0>, <3>],
<7>: [<0>, <1>, <3>],
<8>: [<1>, <4>],
<9>: [<2>, <3>],
<10>: [<2>, <3>, <4>],
<11>: [<0>, <1>, <2>, <3>, <4>],
<12>: [<2>]}","Node <0> is connected to nodes <6>, <7>, <11>.
Node <1> is connected to nodes <5>, <7>, <8>, <11>.
Node <2> is connected to nodes <9>, <10>, <11>, <12>.
Node <3> is connected to nodes <6>, <7>, <9>, <10>, <11>.
Node <4> is connected to nodes <8>, <10>, <11>.
Node <5> is connected to node <1>.
Node <6> is connected to nodes <0>, <3>.
Node <7> is connected to nodes <0>, <1>, <3>.
Node <8> is connected to nodes <1>, <4>.
Node <9> is connected to nodes <2>, <3>.
Node <10> is connected to nodes <2>, <3>, <4>.
Node <11> is connected to nodes <0>, <1>, <2>, <3>, <4>.
Node <12> is connected to node <2>.","[<0>, <1>, <2>, <3>, <4>, <5>, <6>, <7>, <8>, <9>, <10>, <11>, <12>]",13,19,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: <0> <1> <2> <3> <4>.
Nodes set 2 contains: <5> <6> <7> <8> <9> <10> <11> <12>.","[(<0>, <7>), (<1>, <5>), (<2>, <9>), (<3>, <6>), (<4>, <8>)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node <0>. Updated matching: {<6>: <0>}.
Search from node <1>. Updated matching: {<6>: <0>, <5>: <1>}.
Search from node <2>. Updated matching: {<6>: <0>, <5>: <1>, <9>: <2>}.
Search from node <3>. Updated matching: {<6>: <3>, <5>: <1>, <9>: <2>, <7>: <0>}.
Search from node <4>. Updated matching: {<6>: <3>, <5>: <1>, <9>: <2>, <7>: <0>, <8>: <4>}.
So the maximum matching is ",5,8,154
bipartite,"[(<0>, <9>), (<0>, <10>), (<1>, <5>), (<1>, <6>), (<1>, <9>), (<2>, <7>), (<2>, <9>), (<2>, <11>), (<3>, <5>), (<3>, <6>), (<3>, <8>), (<3>, <9>), (<3>, <10>), (<4>, <7>), (<4>, <9>), (<4>, <10>), (<4>, <11>)]","{<0>: [<9>, <10>],
<1>: [<5>, <6>, <9>],
<2>: [<7>, <9>, <11>],
<3>: [<5>, <6>, <8>, <9>, <10>],
<4>: [<7>, <9>, <10>, <11>],
<5>: [<1>, <3>],
<6>: [<1>, <3>],
<7>: [<2>, <4>],
<8>: [<3>],
<9>: [<0>, <1>, <2>, <3>, <4>],
<10>: [<0>, <3>, <4>],
<11>: [<2>, <4>]}","Node <0> is connected to nodes <9>, <10>.
Node <1> is connected to nodes <5>, <6>, <9>.
Node <2> is connected to nodes <7>, <9>, <11>.
Node <3> is connected to nodes <5>, <6>, <8>, <9>, <10>.
Node <4> is connected to nodes <7>, <9>, <10>, <11>.
Node <5> is connected to nodes <1>, <3>.
Node <6> is connected to nodes <1>, <3>.
Node <7> is connected to nodes <2>, <4>.
Node <8> is connected to node <3>.
Node <9> is connected to nodes <0>, <1>, <2>, <3>, <4>.
Node <10> is connected to nodes <0>, <3>, <4>.
Node <11> is connected to nodes <2>, <4>.","[<0>, <1>, <2>, <3>, <4>, <5>, <6>, <7>, <8>, <9>, <10>, <11>]",12,17,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: <0> <1> <2> <3> <4>.
Nodes set 2 contains: <5> <6> <7> <8> <9> <10> <11>.","[(<0>, <10>), (<1>, <6>), (<2>, <9>), (<3>, <5>), (<4>, <7>)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node <0>. Updated matching: {<9>: <0>}.
Search from node <1>. Updated matching: {<9>: <0>, <5>: <1>}.
Search from node <2>. Updated matching: {<9>: <0>, <5>: <1>, <7>: <2>}.
Search from node <3>. Updated matching: {<9>: <0>, <5>: <3>, <7>: <2>, <6>: <1>}.
Search from node <4>. Updated matching: {<9>: <2>, <5>: <3>, <7>: <4>, <6>: <1>, <10>: <0>}.
So the maximum matching is ",5,7,155
bipartite,"[(<0>, <5>), (<0>, <10>), (<1>, <4>), (<1>, <6>), (<1>, <7>), (<1>, <8>), (<1>, <9>), (<2>, <6>), (<2>, <7>), (<2>, <10>), (<3>, <4>), (<3>, <5>), (<3>, <7>), (<3>, <8>)]","{<0>: [<5>, <10>],
<1>: [<4>, <6>, <7>, <8>, <9>],
<2>: [<6>, <7>, <10>],
<3>: [<4>, <5>, <7>, <8>],
<4>: [<1>, <3>],
<5>: [<0>, <3>],
<6>: [<1>, <2>],
<7>: [<1>, <2>, <3>],
<8>: [<1>, <3>],
<9>: [<1>],
<10>: [<0>, <2>]}","Node <0> is connected to nodes <5>, <10>.
Node <1> is connected to nodes <4>, <6>, <7>, <8>, <9>.
Node <2> is connected to nodes <6>, <7>, <10>.
Node <3> is connected to nodes <4>, <5>, <7>, <8>.
Node <4> is connected to nodes <1>, <3>.
Node <5> is connected to nodes <0>, <3>.
Node <6> is connected to nodes <1>, <2>.
Node <7> is connected to nodes <1>, <2>, <3>.
Node <8> is connected to nodes <1>, <3>.
Node <9> is connected to node <1>.
Node <10> is connected to nodes <0>, <2>.","[<0>, <1>, <2>, <3>, <4>, <5>, <6>, <7>, <8>, <9>, <10>]",11,14,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: <0> <1> <2> <3>.
Nodes set 2 contains: <4> <5> <6> <7> <8> <9> <10>.","[(<0>, <5>), (<1>, <6>), (<2>, <7>), (<3>, <4>)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node <0>. Updated matching: {<5>: <0>}.
Search from node <1>. Updated matching: {<5>: <0>, <4>: <1>}.
Search from node <2>. Updated matching: {<5>: <0>, <4>: <1>, <6>: <2>}.
Search from node <3>. Updated matching: {<5>: <0>, <4>: <3>, <6>: <1>, <7>: <2>}.
So the maximum matching is ",4,7,156
bipartite,"[(<0>, <6>), (<0>, <7>), (<0>, <8>), (<1>, <3>), (<1>, <5>), (<1>, <7>), (<2>, <4>), (<2>, <5>), (<2>, <6>)]","{<0>: [<6>, <7>, <8>],
<1>: [<3>, <5>, <7>],
<2>: [<4>, <5>, <6>],
<3>: [<1>],
<4>: [<2>],
<5>: [<1>, <2>],
<6>: [<0>, <2>],
<7>: [<0>, <1>],
<8>: [<0>]}","Node <0> is connected to nodes <6>, <7>, <8>.
Node <1> is connected to nodes <3>, <5>, <7>.
Node <2> is connected to nodes <4>, <5>, <6>.
Node <3> is connected to node <1>.
Node <4> is connected to node <2>.
Node <5> is connected to nodes <1>, <2>.
Node <6> is connected to nodes <0>, <2>.
Node <7> is connected to nodes <0>, <1>.
Node <8> is connected to node <0>.","[<0>, <1>, <2>, <3>, <4>, <5>, <6>, <7>, <8>]",9,9,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: <0> <1> <2>.
Nodes set 2 contains: <3> <4> <5> <6> <7> <8>.","[(<0>, <6>), (<1>, <3>), (<2>, <4>)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node <0>. Updated matching: {<6>: <0>}.
Search from node <1>. Updated matching: {<6>: <0>, <3>: <1>}.
Search from node <2>. Updated matching: {<6>: <0>, <3>: <1>, <4>: <2>}.
So the maximum matching is ",3,6,157
bipartite,"[(<0>, <5>), (<0>, <6>), (<0>, <8>), (<0>, <9>), (<0>, <11>), (<1>, <7>), (<1>, <9>), (<2>, <5>), (<2>, <10>), (<3>, <6>), (<3>, <7>), (<3>, <8>), (<3>, <10>), (<4>, <9>), (<4>, <11>)]","{<0>: [<5>, <6>, <8>, <9>, <11>],
<1>: [<7>, <9>],
<2>: [<5>, <10>],
<3>: [<6>, <7>, <8>, <10>],
<4>: [<9>, <11>],
<5>: [<0>, <2>],
<6>: [<0>, <3>],
<7>: [<1>, <3>],
<8>: [<0>, <3>],
<9>: [<0>, <1>, <4>],
<10>: [<2>, <3>],
<11>: [<0>, <4>]}","Node <0> is connected to nodes <5>, <6>, <8>, <9>, <11>.
Node <1> is connected to nodes <7>, <9>.
Node <2> is connected to nodes <5>, <10>.
Node <3> is connected to nodes <6>, <7>, <8>, <10>.
Node <4> is connected to nodes <9>, <11>.
Node <5> is connected to nodes <0>, <2>.
Node <6> is connected to nodes <0>, <3>.
Node <7> is connected to nodes <1>, <3>.
Node <8> is connected to nodes <0>, <3>.
Node <9> is connected to nodes <0>, <1>, <4>.
Node <10> is connected to nodes <2>, <3>.
Node <11> is connected to nodes <0>, <4>.","[<0>, <1>, <2>, <3>, <4>, <5>, <6>, <7>, <8>, <9>, <10>, <11>]",12,15,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: <0> <1> <2> <3> <4>.
Nodes set 2 contains: <5> <6> <7> <8> <9> <10> <11>.","[(<0>, <5>), (<1>, <7>), (<2>, <10>), (<3>, <6>), (<4>, <9>)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node <0>. Updated matching: {<5>: <0>}.
Search from node <1>. Updated matching: {<5>: <0>, <7>: <1>}.
Search from node <2>. Updated matching: {<5>: <2>, <7>: <1>, <6>: <0>}.
Search from node <3>. Updated matching: {<5>: <0>, <7>: <1>, <6>: <3>, <10>: <2>}.
Search from node <4>. Updated matching: {<5>: <0>, <7>: <1>, <6>: <3>, <10>: <2>, <9>: <4>}.
So the maximum matching is ",5,7,158
bipartite,"[(<0>, <4>), (<0>, <5>), (<0>, <6>), (<0>, <7>), (<0>, <9>), (<1>, <6>), (<1>, <7>), (<2>, <5>), (<2>, <6>), (<2>, <10>), (<3>, <5>), (<3>, <6>), (<3>, <8>), (<3>, <10>)]","{<0>: [<4>, <5>, <6>, <7>, <9>],
<1>: [<6>, <7>],
<2>: [<5>, <6>, <10>],
<3>: [<5>, <6>, <8>, <10>],
<4>: [<0>],
<5>: [<0>, <2>, <3>],
<6>: [<0>, <1>, <2>, <3>],
<7>: [<0>, <1>],
<8>: [<3>],
<9>: [<0>],
<10>: [<2>, <3>]}","Node <0> is connected to nodes <4>, <5>, <6>, <7>, <9>.
Node <1> is connected to nodes <6>, <7>.
Node <2> is connected to nodes <5>, <6>, <10>.
Node <3> is connected to nodes <5>, <6>, <8>, <10>.
Node <4> is connected to node <0>.
Node <5> is connected to nodes <0>, <2>, <3>.
Node <6> is connected to nodes <0>, <1>, <2>, <3>.
Node <7> is connected to nodes <0>, <1>.
Node <8> is connected to node <3>.
Node <9> is connected to node <0>.
Node <10> is connected to nodes <2>, <3>.","[<0>, <1>, <2>, <3>, <4>, <5>, <6>, <7>, <8>, <9>, <10>]",11,14,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: <0> <1> <2> <3>.
Nodes set 2 contains: <4> <5> <6> <7> <8> <9> <10>.","[(<0>, <4>), (<1>, <7>), (<2>, <6>), (<3>, <5>)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node <0>. Updated matching: {<4>: <0>}.
Search from node <1>. Updated matching: {<4>: <0>, <6>: <1>}.
Search from node <2>. Updated matching: {<4>: <0>, <6>: <1>, <5>: <2>}.
Search from node <3>. Updated matching: {<4>: <0>, <6>: <2>, <5>: <3>, <7>: <1>}.
So the maximum matching is ",4,7,159
